satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
0.87,0.52,4,140,3,0,0,0,product_mng,47000
0.86,0.82,4,212,2,0,0,0,product_mng,48600
0.61,0.5,4,269,3,0,0,0,IT,53450
0.45,0.63,5,111,5,0,0,0,management,50550
0.51,0.63,4,198,2,0,0,0,management,47900
0.87,0.92,4,263,3,0,0,0,management,53150
0.29,0.38,5,191,5,0,0,0,management,54550
0.57,0.64,3,188,3,0,0,0,management,48400
0.69,0.83,4,252,3,0,0,0,management,52600
0.61,0.9,2,142,3,0,0,0,marketing,45100
0.96,0.85,4,247,3,0,0,0,sales,52350
0.16,0.61,6,269,2,0,0,0,accounting,53450
0.96,0.82,4,244,3,0,0,0,support,52200
0.77,0.81,4,164,3,0,0,0,technical,48200
0.85,0.87,6,232,5,0,0,0,management,57600
0.37,0.49,3,177,3,0,0,0,marketing,47850
0.68,0.65,3,173,3,1,0,0,marketing,47650
0.87,0.6,5,165,2,1,0,0,marketing,47250
0.95,0.8,3,225,2,0,0,0,sales,48250
0.84,0.63,3,121,3,1,0,0,sales,45050
0.44,0.51,2,219,4,0,0,0,sales,50950
0.94,0.73,4,204,2,0,0,0,sales,48200
0.85,0.94,5,235,4,0,0,0,sales,54750
0.75,0.51,2,215,2,1,0,0,sales,46750
0.76,0.67,5,243,3,0,0,0,sales,53150
0.13,0.97,4,162,6,0,0,0,sales,54100
0.6,0.79,4,262,3,0,0,0,sales,53100
0.45,0.55,4,206,2,0,0,0,sales,48300
0.49,1.0,2,125,4,1,0,0,sales,46250
0.19,0.36,3,167,5,0,0,0,sales,51350
0.68,0.89,5,218,5,0,0,0,sales,55900
0.53,0.91,5,181,3,0,0,0,sales,50050
1.0,0.77,5,269,3,0,0,0,sales,54450
0.99,0.86,3,167,2,0,0,0,sales,45350
0.29,0.75,6,271,10,0,0,0,sales,69550
0.54,0.83,4,201,8,1,0,0,sales,60050
0.25,0.9,6,229,8,0,0,0,sales,63450
0.71,0.76,4,148,8,0,0,0,accounting,57400
0.96,0.84,3,147,8,0,0,0,accounting,56350
0.8,0.9,4,211,8,0,0,0,accounting,60550
0.82,0.87,5,145,6,0,0,0,hr,54250
0.19,0.97,6,269,6,0,0,0,hr,61450
0.43,0.74,4,129,6,0,0,0,hr,52450
0.62,0.84,3,270,6,0,0,0,hr,58500
0.75,0.85,3,250,6,0,0,0,technical,57500
0.56,0.48,5,192,2,1,0,0,technical,48600
0.88,0.91,4,233,4,0,0,0,technical,53650
0.63,0.57,4,192,3,0,0,0,technical,49600
0.75,0.93,3,247,2,0,0,0,technical,49350
0.74,1.0,4,192,4,0,0,0,technical,51600
0.55,0.68,3,178,3,1,0,0,technical,47900
0.86,0.83,4,208,3,1,0,0,IT,50400
0.87,0.55,4,197,3,0,0,0,technical,49850
0.13,0.9,5,264,6,0,0,0,technical,60200
0.33,0.64,2,274,3,1,0,0,technical,51700
0.89,0.97,4,147,2,0,0,0,technical,45350
0.56,0.94,3,154,3,1,0,0,support,46700
0.95,0.61,3,224,2,1,0,0,support,48200
0.57,0.59,4,250,2,0,0,0,support,50500
0.72,0.53,3,179,3,0,0,0,support,47950
0.28,0.44,4,170,2,0,0,0,support,46500
0.54,0.61,4,118,5,0,0,0,support,49900
0.54,0.95,4,256,3,0,0,0,support,52800
0.99,0.8,3,209,2,0,0,0,support,47450
0.37,0.69,2,146,3,0,0,0,support,45300
0.77,0.87,3,275,4,1,0,0,support,54750
0.7,0.88,4,180,2,0,0,0,support,47000
0.8,0.74,3,228,3,0,0,0,technical,50400
0.52,0.63,3,204,3,0,0,0,technical,49200
0.69,0.55,3,172,2,0,0,0,technical,45600
0.6,0.62,5,274,3,0,0,0,management,54700
0.74,0.64,3,136,2,0,0,0,IT,43800
0.69,0.82,4,252,3,1,0,0,IT,52600
0.78,0.89,4,137,3,0,0,0,IT,46850
0.77,0.75,4,191,3,0,0,0,IT,49550
0.91,0.68,4,132,4,0,0,0,IT,48600
0.54,0.68,6,249,5,0,0,0,product_mng,58450
0.48,0.77,6,274,6,0,0,0,product_mng,61700
0.55,0.96,3,194,3,0,0,0,product_mng,48700
0.17,0.36,6,191,2,0,0,0,product_mng,49550
0.77,0.83,5,216,4,0,0,0,IT,53800
0.93,0.98,3,241,3,0,0,0,IT,51050
0.65,0.91,4,243,5,1,0,0,IT,56150
0.67,0.52,4,207,3,0,0,0,IT,50350
0.95,0.88,3,199,3,0,0,0,IT,48950
0.61,0.97,6,286,4,0,0,0,product_mng,58300
0.57,0.39,4,132,3,0,0,0,product_mng,46600
0.65,1.0,4,229,4,0,0,0,product_mng,53450
0.85,0.81,4,260,3,0,0,0,product_mng,53000
0.61,0.96,3,214,2,0,0,0,IT,47700
0.65,0.9,6,217,4,1,0,1,RandD,54850
0.92,0.93,4,225,2,0,0,1,RandD,49250
0.37,0.41,2,113,3,0,0,1,RandD,43650
0.48,0.77,5,250,2,0,0,1,RandD,51500
0.82,0.91,5,271,2,0,0,1,RandD,52550
0.84,0.75,4,135,3,0,0,1,RandD,46750
0.57,0.46,2,100,6,1,0,1,marketing,49000
0.8,0.75,4,224,3,0,0,1,sales,51200
0.49,0.91,4,134,4,0,0,0,accounting,48700
0.79,0.82,5,158,2,0,0,0,support,46900
0.48,0.67,3,183,2,0,0,0,technical,46150
0.28,0.89,4,97,6,0,0,0,management,50850
0.47,0.56,4,226,3,0,0,0,marketing,51300
0.91,0.6,4,235,4,1,0,0,marketing,53750
0.75,0.6,4,186,10,1,0,0,marketing,63300
0.61,0.89,3,242,10,0,0,0,sales,65100
0.47,0.79,3,284,10,0,0,0,sales,67200
0.22,0.7,2,274,10,0,0,0,sales,65700
0.5,0.48,4,130,10,0,0,0,sales,60500
0.56,0.87,3,146,10,0,0,0,sales,60300
0.84,0.85,4,207,10,0,0,0,sales,64350
0.69,0.72,4,210,2,1,0,0,sales,48500
0.53,0.64,3,143,2,0,0,0,sales,44150
0.17,0.57,4,116,3,0,0,0,sales,45800
0.48,0.71,2,162,3,1,0,0,sales,46100
0.94,0.51,3,242,3,0,0,0,sales,51100
0.77,0.89,4,153,7,0,0,0,sales,55650
1.0,0.72,5,194,7,1,0,0,sales,58700
0.49,0.65,4,233,7,0,0,0,sales,59650
0.93,0.73,4,283,7,0,0,0,sales,62150
0.38,0.43,3,188,7,0,0,0,sales,56400
0.6,0.54,4,182,6,0,0,0,sales,55100
0.5,0.82,2,286,6,0,0,0,sales,58300
0.97,0.55,5,212,6,0,0,0,sales,57600
0.93,0.95,5,176,6,0,0,1,accounting,55800
0.5,1.0,5,264,8,0,0,1,accounting,64200
0.52,0.84,3,261,8,0,0,1,accounting,62050
0.5,0.71,4,163,8,0,0,1,hr,58150
0.55,0.4,3,139,8,0,0,1,hr,55950
0.95,0.84,3,261,8,1,0,1,hr,62050
0.48,0.42,2,275,6,1,0,1,hr,57750
0.51,0.39,5,132,6,1,0,1,technical,53600
0.96,0.48,3,202,6,0,0,0,technical,55100
0.97,0.84,4,177,6,0,0,0,technical,54850
0.97,0.66,5,234,6,0,0,0,technical,58700
0.71,0.54,4,188,6,0,0,0,technical,55400
0.82,0.49,5,203,6,0,0,0,technical,57150
0.57,1.0,4,227,10,0,0,0,technical,65350
0.48,0.93,3,150,10,0,0,0,technical,60500
0.71,0.64,3,267,3,0,0,0,technical,52350
0.63,0.61,5,186,10,0,0,0,technical,64300
0.99,0.84,4,142,10,0,0,0,technical,61100
0.79,0.83,3,126,10,1,0,0,support,59300
0.65,0.85,4,201,10,0,0,0,support,64050
0.7,0.85,4,142,2,0,0,0,support,45100
0.99,0.94,4,167,4,0,0,0,support,50350
0.65,0.62,4,258,2,0,0,0,support,50900
0.92,0.85,3,207,2,0,0,0,support,47350
0.24,0.5,4,282,4,1,0,0,support,56100
0.39,0.89,3,188,5,0,0,0,support,52400
0.82,0.85,3,214,2,0,0,0,support,47700
0.78,0.89,4,272,2,0,0,0,support,51600
0.62,0.79,3,259,3,0,0,0,support,51950
0.6,0.61,5,191,2,1,0,0,technical,48550
0.49,0.57,3,192,3,0,0,0,technical,48600
0.82,0.82,3,164,3,0,0,0,technical,47200
0.48,0.81,4,149,2,0,0,0,management,45450
0.87,0.94,4,274,5,0,1,0,IT,57700
0.69,0.56,4,149,3,0,0,0,IT,47450
0.4,0.89,2,165,3,0,0,0,IT,46250
0.72,0.8,3,222,3,0,0,0,IT,50100
0.75,0.84,5,222,3,1,0,0,IT,52100
0.5,0.77,3,265,3,0,0,0,IT,52250
0.78,0.5,5,247,4,0,0,0,product_mng,55350
0.76,0.45,4,147,2,0,0,0,product_mng,45350
0.94,0.52,3,273,3,0,0,0,product_mng,52650
0.24,0.94,6,144,4,0,0,0,product_mng,51200
0.99,0.66,3,181,2,0,0,0,IT,46050
0.67,0.64,3,198,2,1,0,0,management,46900
0.76,0.57,5,255,4,0,0,0,management,55750
0.76,0.77,4,169,10,0,0,0,management,62450
0.55,0.64,4,201,10,1,0,0,management,64050
0.74,0.6,4,274,10,1,0,0,management,67700
0.81,0.85,4,134,10,1,0,0,management,60700
0.98,0.67,3,190,10,0,0,0,IT,62500
0.98,0.98,4,170,10,0,0,0,IT,62500
0.58,0.91,3,154,10,0,0,0,product_mng,60700
0.18,0.75,3,142,2,0,0,0,product_mng,44100
0.57,0.67,5,235,2,0,0,0,product_mng,50750
0.7,0.62,3,110,3,0,0,0,product_mng,44500
0.49,0.77,3,211,3,0,0,0,IT,49550
0.7,0.56,4,214,3,0,0,1,management,50700
0.16,0.93,5,210,7,0,0,1,management,59500
0.58,0.59,3,207,7,0,0,1,management,57350
0.66,0.57,4,161,7,0,0,1,management,56050
0.51,0.55,2,102,7,0,0,1,management,51100
0.48,0.84,4,186,7,0,0,1,management,57300
0.56,0.71,3,211,6,0,0,1,marketing,55550
0.81,0.62,3,240,6,0,0,1,sales,57000
0.57,0.7,4,237,6,0,0,0,accounting,57850
0.66,0.53,3,164,6,0,0,0,support,53200
0.22,0.91,6,222,8,0,0,0,technical,63100
0.96,0.71,3,205,8,1,0,0,management,59250
0.87,0.88,4,140,8,0,0,0,marketing,57000
0.61,0.42,2,103,8,0,0,0,marketing,53150
0.66,0.85,3,178,8,1,0,0,marketing,57900
0.9,0.51,4,137,6,0,0,0,sales,52850
0.64,0.67,3,143,6,0,0,0,sales,52150
0.76,0.82,4,170,6,0,0,0,sales,54500
0.97,0.41,5,135,6,0,0,0,sales,53750
0.69,0.76,3,174,6,0,0,0,sales,53700
0.98,0.55,3,166,6,1,0,0,sales,53300
0.18,0.61,5,174,6,0,0,0,sales,55700
0.62,0.91,3,251,10,0,0,0,sales,65550
0.29,0.37,6,187,10,1,0,0,sales,65350
0.87,0.48,5,170,3,0,0,0,sales,49500
0.91,0.64,3,241,10,0,0,0,sales,65050
0.53,0.79,3,221,10,1,0,0,sales,64050
0.69,0.73,4,257,10,1,0,0,sales,66850
0.14,0.58,4,275,10,0,0,0,sales,67750
0.7,0.77,4,245,2,0,0,0,sales,50250
0.77,0.75,6,246,6,0,0,0,sales,60300
0.77,0.76,6,263,6,0,0,0,sales,61150
0.76,0.99,3,133,4,0,0,0,sales,47650
0.66,0.49,4,157,3,0,0,0,sales,47850
0.5,0.95,3,198,4,0,0,0,accounting,50900
0.57,0.9,5,145,3,0,0,0,accounting,48250
0.97,0.62,6,118,2,0,0,0,accounting,45900
0.26,0.99,5,184,5,0,0,0,hr,54200
0.72,0.62,3,243,2,1,0,0,hr,49150
0.83,0.93,3,247,2,0,0,0,hr,49350
0.55,0.4,3,158,3,0,0,0,hr,46900
0.77,0.74,5,243,2,0,0,0,technical,51150
0.24,0.63,4,203,5,0,0,0,technical,54150
0.8,0.96,3,161,3,0,0,0,technical,47050
0.5,0.59,4,214,3,1,0,0,technical,50700
0.66,0.59,4,179,3,0,0,0,technical,48950
0.66,0.77,4,188,2,0,0,0,technical,47400
0.66,0.81,3,174,3,0,0,0,technical,47700
0.96,0.83,3,177,4,0,0,0,technical,49850
0.75,0.94,5,194,4,0,0,0,technical,52700
0.78,0.77,3,244,2,0,0,0,technical,49200
0.57,0.82,4,269,2,0,0,0,technical,51450
0.78,0.68,2,159,3,1,0,0,support,45950
0.57,0.88,4,140,2,0,0,0,support,45000
0.84,0.56,5,224,2,0,0,0,support,50200
0.23,0.94,5,242,4,0,0,0,support,55100
0.53,0.37,3,180,3,0,0,0,support,48000
0.82,0.71,3,150,3,0,0,0,support,46500
0.59,0.64,5,269,3,0,0,0,support,54450
0.5,0.52,2,178,2,0,0,0,support,44900
1.0,0.74,2,187,3,0,0,0,support,47350
0.94,0.61,3,140,2,0,0,0,support,44000
0.86,0.61,4,193,2,0,0,0,support,47650
0.73,0.49,4,243,2,0,0,0,technical,50150
0.49,0.94,3,144,3,1,0,0,technical,46200
0.79,0.73,2,147,2,0,0,0,technical,43350
0.83,0.5,6,165,3,0,0,0,management,50250
0.85,0.67,3,176,2,0,0,0,IT,45800
0.65,0.37,3,170,6,0,0,0,IT,53500
0.94,0.65,4,213,2,1,0,0,IT,48650
0.76,0.81,4,242,2,0,0,0,IT,50100
0.77,0.54,4,139,3,1,0,0,IT,46950
0.77,0.91,4,239,3,1,0,0,product_mng,51950
0.59,0.64,5,123,2,0,0,0,product_mng,45150
0.69,0.9,3,185,4,0,0,0,product_mng,50250
0.51,0.85,4,186,2,0,0,0,product_mng,47300
0.8,0.67,3,178,3,0,0,0,IT,47900
0.98,0.7,3,153,10,0,0,0,management,60650
0.69,0.72,4,185,10,1,0,0,management,63250
0.14,0.76,4,142,10,0,0,0,management,61100
0.95,0.9,4,221,10,1,0,0,management,65050
0.53,0.61,3,148,10,0,0,0,management,60400
0.74,0.99,4,233,5,0,1,0,IT,55650
0.64,0.52,5,258,10,1,0,0,management,67900
0.51,0.73,4,229,3,0,0,0,sales,51450
0.36,0.73,2,111,2,0,0,0,sales,41550
0.62,0.97,2,271,3,0,0,0,sales,51550
0.98,0.58,4,133,3,0,0,0,sales,46650
0.53,0.7,4,223,3,0,0,0,sales,51150
0.8,0.95,4,272,2,0,0,0,sales,51600
0.73,0.77,3,233,3,0,0,0,sales,50650
0.82,0.8,3,162,3,0,0,0,sales,47100
0.62,0.75,5,165,4,0,0,0,sales,51250
0.87,0.48,5,242,3,0,0,0,sales,53100
0.43,0.65,4,124,2,0,0,0,sales,44200
0.57,0.6,2,163,3,0,0,0,sales,46150
0.91,0.77,3,144,3,0,0,0,sales,46200
0.75,0.59,5,149,4,0,0,0,sales,50450
0.76,0.8,5,217,2,0,0,0,sales,49850
0.85,0.49,4,139,2,0,0,0,sales,44950
0.56,0.67,3,270,2,0,0,0,sales,50500
0.86,0.84,3,177,3,0,0,0,sales,47850
0.21,0.43,5,175,2,1,0,0,sales,47750
0.94,0.59,3,151,2,0,0,0,sales,44550
0.98,0.74,3,185,3,0,0,0,sales,48250
0.42,0.45,3,227,3,0,0,0,sales,50350
0.98,0.89,4,218,2,0,0,0,sales,48900
1.0,0.93,5,167,3,0,0,0,sales,49350
0.95,0.52,3,183,2,1,0,0,sales,46150
0.95,0.5,4,259,3,0,0,0,sales,52950
0.68,0.53,3,138,2,1,0,0,sales,43900
0.64,0.38,5,122,4,0,0,0,sales,49100
0.24,0.62,6,225,6,0,0,0,sales,59250
0.37,0.72,3,121,2,0,0,0,sales,43050
0.67,0.4,4,274,3,0,0,0,sales,53700
0.86,0.89,4,153,4,0,0,0,sales,49650
0.43,0.38,3,119,2,0,0,0,sales,42950
0.67,0.67,4,141,2,1,0,0,sales,45050
0.92,0.6,4,161,3,0,0,0,IT,48050
0.43,0.46,2,186,2,0,0,0,product_mng,45300
0.52,0.8,3,252,4,0,0,0,product_mng,53600
0.16,0.42,3,182,3,1,0,0,product_mng,48100
0.49,0.6,4,264,2,1,0,0,product_mng,51200
0.37,0.63,4,167,3,0,0,0,IT,48350
0.98,0.68,5,171,3,0,0,0,management,49550
0.33,0.97,5,130,4,0,0,0,management,49500
0.14,0.79,5,271,4,0,0,0,management,56550
0.54,0.79,5,249,3,1,0,0,management,53450
0.63,0.48,4,180,4,0,0,0,management,51000
0.55,0.69,4,220,3,1,0,0,management,51000
0.84,0.53,3,210,4,1,0,0,marketing,51500
0.51,0.97,4,258,2,0,0,0,sales,50900
0.15,0.75,3,150,4,0,0,1,accounting,48500
0.97,0.79,5,259,3,0,0,1,support,53950
0.67,0.69,3,231,3,0,0,1,technical,50550
0.48,0.67,4,220,3,0,0,1,management,51000
0.69,0.58,4,149,3,0,0,1,marketing,47450
0.6,0.62,3,238,4,0,0,1,marketing,52900
0.82,0.71,2,209,5,0,0,1,marketing,52450
0.86,0.95,4,149,3,0,0,1,sales,47450
0.69,0.59,4,264,3,0,0,0,sales,53200
0.87,0.87,5,207,2,0,0,0,sales,49350
0.17,0.78,3,239,6,0,0,0,sales,56950
0.94,0.51,6,239,5,0,0,0,sales,57950
0.5,1.0,4,258,3,0,0,0,sales,52900
0.16,0.72,3,203,3,0,0,0,sales,49150
0.89,0.99,2,258,3,0,0,0,sales,50900
0.69,0.51,3,257,3,1,0,0,IT,51850
0.5,0.51,5,134,3,0,0,0,product_mng,47700
0.16,0.46,6,240,2,0,0,0,product_mng,52000
0.75,0.99,2,237,5,1,0,0,product_mng,53850
0.64,0.66,5,157,2,0,0,0,product_mng,46850
0.78,0.43,4,275,3,0,0,0,IT,53750
0.81,0.74,2,228,3,0,0,0,management,49400
0.55,0.58,3,254,2,0,0,0,management,49700
0.53,0.53,4,257,2,0,0,0,management,50850
0.69,0.73,3,231,2,1,0,0,management,48550
0.8,0.53,3,217,3,0,0,0,management,49850
0.77,0.98,3,286,6,0,0,0,management,59300
0.84,0.8,4,236,3,0,0,0,marketing,51800
0.64,0.55,4,215,2,0,0,0,sales,48750
0.78,0.57,4,157,3,0,0,0,accounting,47850
0.67,0.7,3,149,3,0,0,0,support,46450
0.81,0.77,3,221,2,0,0,0,technical,48050
0.91,0.82,4,238,2,0,0,0,management,49900
0.75,0.89,6,250,2,0,0,0,marketing,52500
0.78,0.96,3,202,4,1,0,0,marketing,51100
0.54,0.52,4,173,2,0,0,0,marketing,46650
0.77,0.71,5,250,3,1,0,0,sales,53500
0.89,0.63,4,270,3,1,0,0,sales,53500
0.16,0.98,3,232,5,0,0,0,sales,54600
0.77,0.99,4,260,3,0,0,0,sales,53000
0.69,0.48,5,232,4,0,0,0,sales,54600
0.61,0.81,4,134,3,0,0,0,sales,46700
0.59,0.81,4,189,3,0,0,0,sales,49450
0.58,0.8,4,113,3,0,0,0,IT,45650
0.88,0.67,5,264,3,0,0,0,product_mng,54200
0.51,0.63,5,260,2,0,0,0,product_mng,52000
0.31,0.7,3,132,3,0,0,0,product_mng,45600
0.52,0.52,4,168,3,0,0,0,product_mng,48400
0.57,0.46,3,186,3,1,0,0,IT,48300
0.5,0.77,3,267,2,0,0,0,management,50350
0.74,0.63,3,180,3,0,0,0,management,48000
0.74,0.77,3,211,3,0,0,0,management,49550
0.82,0.51,2,268,2,0,0,0,management,49400
0.74,0.71,3,206,3,0,0,0,management,49300
0.2,0.59,6,113,3,0,0,0,management,47650
0.63,0.48,4,179,3,0,0,0,marketing,48950
0.19,0.8,6,157,6,1,0,0,sales,55850
0.4,0.62,4,127,5,0,0,0,accounting,50350
0.71,0.37,2,179,5,0,0,1,support,50950
0.84,0.73,4,197,3,0,0,1,technical,49850
0.59,0.84,4,251,4,1,0,1,management,54550
0.57,0.85,4,250,3,1,0,1,marketing,52500
0.81,0.61,2,176,5,0,0,1,marketing,50800
0.8,0.7,4,246,3,0,0,1,marketing,52300
0.49,0.66,3,155,3,0,0,1,sales,46750
0.55,0.64,3,178,2,0,0,1,sales,45900
0.68,0.4,3,213,5,1,0,1,sales,53650
0.55,0.67,3,150,2,0,0,1,sales,44500
0.59,0.62,3,166,2,0,0,0,sales,45300
0.91,0.8,5,169,4,0,0,0,sales,51450
0.48,0.9,4,208,3,0,0,0,sales,50400
0.84,0.66,3,209,2,0,0,0,sales,47450
0.73,0.54,4,167,3,0,0,0,IT,48350
0.28,0.59,6,281,3,0,0,0,product_mng,56050
0.77,0.65,3,156,4,0,0,0,product_mng,48800
0.67,0.65,3,265,3,0,0,0,product_mng,52250
0.5,0.53,3,142,3,1,0,0,product_mng,46100
0.32,0.47,3,143,4,0,0,0,IT,48150
0.57,0.78,3,134,3,0,0,0,RandD,45700
0.51,0.8,5,268,3,0,0,0,RandD,54400
0.61,0.6,3,255,2,0,0,0,RandD,49750
0.83,0.73,4,157,2,0,0,0,RandD,45850
0.87,0.97,5,151,3,0,0,0,RandD,48550
0.7,0.63,3,157,2,0,0,0,RandD,44850
0.78,0.65,3,139,3,0,0,0,marketing,45950
0.71,0.53,4,196,2,1,0,0,sales,47800
0.68,0.99,3,159,2,0,0,0,accounting,44950
0.75,0.53,4,224,4,1,0,0,support,53200
0.7,0.53,3,215,7,1,0,0,technical,57750
0.59,0.94,5,157,7,1,0,0,management,56850
0.64,0.87,4,157,7,0,0,0,marketing,55850
0.61,0.88,5,146,7,1,0,0,marketing,56300
0.77,0.49,2,286,7,0,0,0,marketing,60300
0.51,0.64,3,203,3,0,0,0,sales,49150
0.49,0.49,3,168,7,0,0,0,sales,55400
0.77,0.75,3,170,7,0,0,0,sales,55500
0.31,0.86,3,266,7,0,0,0,sales,60300
0.54,0.76,3,183,3,0,0,0,sales,48150
0.56,0.66,4,264,3,0,0,0,sales,53200
0.65,0.77,4,205,3,0,0,0,sales,50250
0.49,0.36,2,192,3,0,0,0,sales,47600
0.82,0.79,3,176,3,0,0,0,technical,47800
0.6,0.52,3,183,2,0,0,0,support,46150
0.64,0.63,3,156,6,1,0,0,support,52800
0.7,0.68,3,150,3,0,0,0,support,46500
0.65,0.89,4,204,8,1,0,0,support,60200
0.69,0.78,5,131,8,0,0,0,support,57550
0.93,0.74,5,248,8,1,0,0,support,63400
0.55,0.52,4,168,8,0,0,0,support,58400
0.75,0.87,4,146,8,1,0,0,support,57300
0.47,0.43,4,246,3,0,0,0,support,52300
0.72,0.88,5,216,10,1,0,0,support,65800
0.59,0.92,3,203,10,0,0,0,support,63150
0.98,0.49,3,199,10,0,0,0,technical,62950
0.39,0.52,2,102,8,0,0,0,technical,53100
0.93,0.87,4,139,8,0,0,0,technical,56950
0.71,0.97,5,208,8,1,0,0,management,61400
0.49,0.54,4,215,4,0,0,0,IT,52750
0.63,0.93,4,233,3,0,0,0,IT,51650
0.45,0.64,3,169,10,0,0,0,IT,61450
0.77,0.64,3,190,10,1,0,0,IT,62500
0.77,0.63,4,236,7,0,0,0,IT,59800
0.5,0.92,4,266,7,0,0,0,product_mng,61300
0.45,0.42,4,156,7,0,0,0,product_mng,55800
0.81,0.47,4,153,7,0,0,0,product_mng,55650
0.83,0.67,3,175,3,0,0,0,product_mng,47750
0.47,0.76,6,174,10,0,0,0,IT,64700
0.25,0.89,4,154,10,0,0,0,management,61700
0.89,0.55,5,251,10,0,0,0,management,67550
0.97,0.57,3,164,10,0,0,0,management,61200
0.6,0.65,2,225,10,0,0,0,management,63250
0.67,0.72,2,134,10,0,0,0,management,58700
0.89,0.77,3,144,3,0,0,0,management,46200
0.6,0.91,5,211,3,0,0,0,sales,51550
0.64,0.79,4,139,3,0,0,0,sales,46950
0.57,0.66,3,268,3,0,0,0,sales,52400
0.56,0.98,5,171,3,1,0,0,sales,49550
0.6,0.9,4,260,2,0,0,0,sales,51000
0.17,0.66,6,224,3,0,0,0,sales,53200
0.74,0.49,4,233,3,0,0,0,sales,51650
0.44,0.41,3,125,7,0,0,0,sales,53250
0.51,0.89,4,233,7,0,0,0,sales,59650
0.86,0.57,3,162,7,0,0,0,sales,55100
0.96,0.48,4,198,7,0,0,0,sales,57900
0.87,0.82,4,198,7,0,0,0,sales,57900
0.58,0.79,3,243,3,1,0,0,sales,51150
0.24,0.56,4,281,7,0,0,0,sales,62050
0.42,0.8,4,259,7,1,0,0,sales,60950
0.65,0.94,4,184,7,0,0,0,sales,57200
0.73,0.92,6,189,3,1,0,0,sales,51450
0.63,0.6,4,258,3,0,0,0,sales,52900
0.95,0.48,4,225,3,0,0,0,sales,51250
0.52,0.83,5,145,3,0,0,0,sales,48250
0.96,0.55,3,164,3,0,0,0,sales,47200
0.66,0.51,4,254,2,0,0,0,sales,50700
0.98,0.44,4,154,6,1,0,0,sales,53700
0.56,0.79,5,248,3,0,0,0,sales,53400
0.97,0.54,3,154,8,1,0,0,sales,56700
0.72,0.92,3,242,8,0,0,0,sales,61100
0.74,0.78,4,194,8,0,0,0,sales,59700
0.2,0.6,5,261,8,0,0,0,sales,64050
0.73,0.56,3,245,8,0,0,0,sales,61250
0.76,0.79,3,247,3,0,0,0,sales,51350
0.65,0.54,4,147,10,0,0,0,sales,61350
0.66,0.5,3,139,10,1,0,0,sales,59950
0.96,0.97,6,137,10,0,0,0,sales,62850
0.57,0.55,4,177,8,0,0,0,sales,58850
0.61,0.82,4,184,8,0,0,0,IT,59200
0.57,0.69,3,212,8,0,0,0,product_mng,59600
0.59,0.47,3,159,4,0,0,0,product_mng,48950
0.92,0.68,4,178,3,0,0,0,product_mng,48900
0.79,0.56,3,149,10,0,0,0,product_mng,60450
0.95,0.66,4,223,10,0,0,0,IT,65150
0.24,0.81,6,263,7,0,0,0,management,63150
0.49,0.52,4,161,7,0,0,0,management,56050
0.49,0.68,3,192,7,0,0,0,management,56600
0.97,0.51,5,215,7,0,0,0,management,59750
0.55,0.78,4,261,3,0,0,0,management,53050
0.76,0.56,5,222,10,0,0,0,management,66100
0.53,0.99,3,223,10,0,0,0,marketing,64150
0.51,0.86,3,182,10,0,0,0,sales,62100
0.57,0.93,2,204,10,0,0,0,accounting,62200
0.58,0.91,3,195,10,0,0,0,support,62750
0.6,0.98,4,146,10,0,0,0,technical,61300
0.65,0.74,4,233,4,1,0,0,management,53650
0.91,0.75,2,147,3,0,0,0,marketing,45350
0.65,0.55,3,156,5,0,0,0,marketing,50800
0.18,0.49,3,240,2,1,0,0,marketing,49000
0.66,0.9,4,177,7,0,0,0,sales,56850
0.78,0.8,3,135,7,0,0,0,sales,53750
0.82,0.65,5,178,7,1,0,0,sales,57900
0.54,0.64,3,190,7,0,0,0,sales,56500
0.95,0.84,3,240,7,0,0,0,sales,59000
0.65,0.85,4,172,3,0,0,0,sales,48600
0.83,0.55,3,271,7,0,0,0,sales,60550
0.15,0.6,5,188,7,0,0,0,sales,58400
0.59,0.59,4,197,7,0,0,0,IT,57850
0.99,0.94,5,151,3,0,0,0,product_mng,48550
0.76,0.72,3,263,3,0,0,0,product_mng,52150
0.64,0.67,2,223,3,0,0,0,product_mng,49150
0.95,0.75,4,151,3,0,0,0,product_mng,47550
0.53,0.66,3,191,3,0,0,0,IT,48550
0.59,0.5,2,162,2,0,0,0,management,44100
0.69,0.86,5,195,6,0,0,0,management,56750
0.5,0.49,4,222,3,0,0,0,management,51100
0.89,0.96,3,179,8,0,0,0,management,57950
0.56,0.39,3,106,8,0,0,0,management,54300
0.77,0.68,3,214,8,1,0,0,management,59700
0.15,0.75,3,259,8,1,0,0,marketing,61950
0.88,0.58,3,145,8,0,0,0,sales,56250
0.89,0.86,4,153,3,0,0,0,accounting,47650
0.65,0.52,2,117,10,1,0,0,support,57850
0.58,0.99,3,207,10,0,0,0,technical,63350
0.56,0.85,3,265,10,1,0,0,management,66250
0.25,0.72,5,279,8,0,0,0,marketing,64950
0.87,0.89,4,225,8,0,0,0,marketing,61250
0.62,0.4,3,158,8,1,0,0,marketing,56900
0.72,0.75,4,211,4,0,0,0,sales,52550
0.49,0.94,4,175,3,0,0,0,sales,48750
0.57,0.91,4,224,10,0,0,0,sales,65200
0.63,0.65,3,190,10,0,0,0,sales,62500
