satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary_usd
0.39,0.5,2,136,3,0,1,0,management,32062
0.45,0.45,2,132,3,0,1,0,marketing,34662
0.1,0.95,7,301,4,0,1,0,marketing,47938
0.9,0.98,5,243,6,0,1,0,marketing,45791
0.45,0.51,2,147,3,0,1,0,sales,37545
0.79,0.89,5,239,5,0,1,0,sales,45605
0.9,0.99,5,260,5,0,1,0,sales,43274
0.11,0.84,7,296,4,0,1,0,sales,46885
0.43,0.55,2,129,3,0,1,0,sales,32560
0.31,0.54,5,132,5,0,1,0,sales,38800
0.32,0.5,2,135,5,0,1,0,sales,42361
0.45,0.57,2,158,3,0,1,0,sales,35127
0.81,0.99,4,259,5,0,1,0,sales,38960
0.41,0.46,2,160,3,0,1,1,sales,32943
0.11,0.78,7,278,4,0,1,0,sales,41369
0.1,0.88,6,284,4,0,1,0,sales,44775
0.7,0.53,2,274,4,0,1,0,sales,36531
0.54,0.74,4,164,2,0,1,0,sales,32621
0.41,0.48,2,148,3,0,1,0,sales,29898
0.38,0.5,2,140,3,0,1,0,sales,34260
0.37,0.51,2,127,3,0,1,0,sales,32651
0.11,0.85,6,308,5,0,1,0,sales,49057
0.4,0.47,2,146,3,0,1,0,sales,33338
0.1,0.84,6,261,4,0,1,0,accounting,40964
0.89,0.99,5,257,5,0,1,0,accounting,46133
0.11,0.8,6,285,4,0,1,0,accounting,50455
0.36,0.55,2,141,3,0,1,0,hr,34373
0.4,0.46,2,127,3,0,1,0,hr,31585
0.09,0.85,6,297,4,0,1,0,hr,42679
0.4,0.46,2,143,3,0,1,0,hr,31179
0.37,0.55,2,152,3,0,1,0,technical,35032
0.44,0.51,2,156,3,0,1,0,technical,36782
0.09,0.8,7,283,5,0,1,0,technical,48602
0.92,0.87,4,226,6,1,1,0,technical,45899
0.74,0.91,4,232,5,0,1,0,technical,44469
0.09,0.82,6,249,4,0,1,0,technical,45116
0.89,0.95,4,275,5,0,1,0,technical,43203
0.09,0.8,6,304,4,0,1,0,technical,47034
0.27,0.54,7,278,3,0,1,0,technical,42579
0.1,0.91,6,287,4,0,1,0,technical,45793
0.1,0.89,7,285,4,0,1,0,technical,47377
0.77,0.94,5,226,6,0,1,0,support,48996
0.9,0.82,5,259,5,0,1,0,support,41675
0.39,0.5,2,135,3,0,1,0,support,34253
0.76,1,5,219,5,0,1,0,support,46653
0.1,0.93,6,256,4,0,1,0,support,46097
0.87,0.9,5,254,6,0,1,0,support,48282
0.38,0.5,2,153,3,0,1,0,support,35419
0.77,0.99,5,228,5,0,1,0,support,46645
0.78,0.87,4,228,5,0,1,0,support,39781
0.44,0.5,2,128,3,0,1,0,support,29235
0.38,0.52,2,153,3,0,1,0,support,33934
0.43,0.46,2,156,3,0,1,0,technical,28697
0.39,0.5,4,294,3,0,1,0,technical,45876
0.88,1,5,219,5,0,1,0,technical,46001
0.45,0.46,2,153,3,0,1,0,management,32866
0.4,0.53,2,151,3,0,1,0,IT,32923
0.36,0.51,2,155,3,0,1,0,IT,33869
0.36,0.48,2,158,3,0,1,0,IT,34330
0.9,0.98,5,245,5,0,1,0,IT,44567
0.43,0.53,2,131,3,0,1,0,IT,34245
0.89,0.87,5,225,5,0,1,0,product_mng,42818
0.1,0.84,6,286,4,0,1,0,product_mng,48057
0.37,0.5,2,135,3,0,1,0,product_mng,34164
0.37,0.51,2,153,3,0,1,0,product_mng,32432
0.87,0.9,5,252,5,0,1,0,IT,47937
0.4,0.56,2,149,3,0,1,0,accounting,30354
0.9,0.97,4,258,5,0,1,0,accounting,43769
0.37,0.46,2,158,3,0,1,0,hr,36617
0.44,0.54,2,149,3,0,1,0,hr,31942
0.85,0.95,5,236,5,0,1,0,hr,44573
0.78,0.98,5,239,6,0,1,0,marketing,46808
0.42,0.47,2,159,3,0,1,0,marketing,32098
0.92,0.99,5,255,6,0,1,0,sales,46068
0.11,0.83,6,244,4,0,1,0,accounting,43208
0.42,0.56,2,134,3,0,1,0,support,31620
0.48,0.57,4,270,4,0,1,0,technical,48854
0.83,0.85,4,255,5,0,1,0,management,41942
0.4,0.53,2,151,3,0,1,0,marketing,36362
0.43,0.45,2,135,3,0,1,0,marketing,32067
0.43,0.53,2,146,3,0,1,0,marketing,30883
0.1,0.97,7,254,4,0,1,0,sales,45257
0.1,0.87,7,289,4,0,1,0,sales,48372
0.37,0.46,2,156,3,0,1,0,sales,36401
0.38,0.53,2,156,3,0,1,0,sales,38005
0.4,0.5,2,128,3,0,1,0,sales,40063
0.89,0.86,5,275,5,0,1,0,sales,46376
0.45,0.46,2,155,3,0,1,0,sales,32392
0.37,0.48,2,159,3,0,1,0,sales,35382
0.46,0.49,2,148,3,0,1,0,sales,33034
0.87,0.91,4,228,5,0,1,0,sales,44814
0.11,0.84,6,298,4,0,1,0,sales,43057
0.79,0.87,5,261,5,0,1,0,sales,50970
0.79,0.92,5,254,6,0,1,0,sales,48340
0.19,0.59,7,192,3,0,1,0,sales,36189
0.87,0.98,4,248,5,0,1,0,sales,41727
0.6,0.92,2,258,5,0,1,0,sales,44240
0.44,0.45,2,156,3,0,1,0,sales,37040
0.11,0.81,6,266,4,1,1,0,sales,41519
0.42,0.54,2,156,3,0,1,0,sales,35882
0.88,0.88,5,232,5,1,1,0,accounting,38731
0.11,0.84,6,287,4,0,1,0,accounting,45526
0.46,0.46,2,154,3,0,1,0,accounting,36780
0.82,0.97,5,263,5,0,1,0,hr,43771
0.44,0.56,2,131,3,0,1,0,hr,29082
0.11,0.78,6,260,4,0,1,0,hr,44765
0.42,0.5,2,139,3,0,1,0,hr,31738
0.84,0.93,4,251,5,0,1,0,technical,45223
0.11,0.95,6,286,4,0,1,0,technical,43486
0.45,0.53,2,129,3,0,1,0,technical,30818
0.38,0.56,2,156,3,0,1,0,technical,29047
0.38,0.86,6,139,6,0,1,0,technical,41774
0.44,0.51,2,127,3,0,1,0,technical,32247
0.11,0.84,6,251,4,0,1,0,technical,40979
0.81,0.93,5,270,5,0,1,0,technical,45984
0.09,0.96,6,296,4,0,1,0,technical,48767
0.11,0.9,6,254,4,0,1,0,technical,43561
0.81,0.95,5,238,6,0,1,0,technical,46070
0.1,0.97,6,267,4,1,1,0,support,45433
0.74,0.89,5,229,6,0,1,0,support,41939
0.09,0.78,6,254,4,0,1,0,support,49241
0.82,0.81,4,233,4,1,1,0,support,40072
0.1,0.98,6,268,4,0,1,0,support,46440
0.27,0.56,3,301,3,0,1,0,support,44173
0.83,0.92,5,267,6,0,1,0,support,46501
0.1,0.93,6,289,4,1,1,0,support,47366
0.38,0.47,2,144,3,0,1,0,support,34114
0.4,0.56,2,148,3,0,1,0,support,30155
0.11,0.83,6,306,4,0,1,0,support,45869
0.11,0.79,6,292,4,0,1,1,technical,44468
0.82,0.91,5,232,5,0,1,0,technical,42445
0.36,0.48,2,137,3,0,1,0,technical,29889
0.4,0.46,2,128,3,0,1,0,management,35516
0.87,0.84,5,231,5,0,1,0,IT,47554
0.41,0.49,2,146,3,0,1,0,IT,36045
0.11,0.91,6,308,4,1,1,0,IT,49976
0.1,0.93,6,253,4,0,1,0,IT,43188
0.38,0.51,2,146,3,0,1,0,IT,32009
0.39,0.55,2,156,3,0,1,0,product_mng,32153
0.4,0.52,2,147,3,0,1,0,product_mng,35260
0.45,0.48,2,136,3,0,1,0,product_mng,33667
0.74,0.84,5,249,5,0,1,0,product_mng,44256
0.45,0.55,2,151,3,0,1,0,IT,37087
0.12,1,3,278,4,0,1,0,RandD,43612
0.1,0.77,7,250,5,0,1,0,RandD,44203
0.37,0.55,2,127,3,0,1,0,RandD,30947
0.89,0.87,5,255,5,0,1,0,RandD,46454
0.45,0.47,2,135,3,0,1,0,RandD,35654
0.37,0.46,2,149,3,0,1,0,marketing,35129
0.11,0.81,5,287,4,0,1,0,sales,49592
0.41,0.48,2,145,3,0,1,0,accounting,37637
0.1,0.94,6,285,4,0,1,0,support,46752
0.1,0.93,7,305,4,0,1,0,technical,45453
0.11,0.95,7,300,4,0,1,0,management,44025
0.4,0.54,2,139,3,0,1,0,marketing,32281
0.41,0.49,2,130,3,0,1,0,marketing,34683
0.1,0.81,6,268,4,0,1,0,marketing,49366
0.73,0.86,4,245,6,0,1,0,sales,45893
0.43,0.47,2,135,3,0,1,0,sales,35971
0.37,0.46,2,153,3,0,1,0,sales,33336
0.11,0.94,6,276,4,0,1,0,sales,46756
0.4,0.46,2,130,3,0,1,0,sales,34858
0.41,0.54,2,153,3,1,1,0,sales,29001
0.82,0.84,5,244,5,0,1,0,sales,43166
0.61,0.47,2,253,3,0,1,0,sales,41324
0.11,0.91,7,287,4,0,1,0,sales,47336
0.37,0.45,2,131,3,0,1,0,sales,29858
0.41,0.52,2,135,3,0,1,0,sales,26974
0.37,0.52,2,157,3,0,1,0,sales,33235
0.88,0.99,5,262,6,0,1,0,sales,46421
0.1,0.85,6,266,4,0,1,0,sales,42490
0.44,0.48,2,148,3,0,1,0,sales,34057
0.38,0.57,2,140,3,0,1,0,sales,34565
0.11,0.85,7,302,4,0,1,0,sales,49076
0.09,0.98,6,271,4,0,1,0,sales,39060
0.45,0.52,2,145,3,0,1,0,sales,30264
0.1,0.81,6,290,4,0,1,0,accounting,45138
0.45,0.47,2,151,3,0,1,0,accounting,35280
0.77,0.87,5,266,5,0,1,0,accounting,46523
0.44,0.51,2,140,3,0,1,0,hr,34479
0.39,0.5,2,142,3,0,1,0,hr,32441
0.1,0.91,6,246,4,0,1,0,hr,42880
0.09,0.89,7,308,5,0,1,0,hr,47379
0.37,0.47,2,141,3,0,1,0,technical,35270
0.9,1,5,232,5,0,1,0,technical,41298
0.41,0.56,2,143,3,0,1,0,technical,35575
0.37,0.52,2,155,3,0,1,0,technical,34569
0.1,0.86,6,278,4,0,1,0,technical,45187
0.81,1,4,253,5,0,1,0,technical,42108
0.11,0.8,6,282,4,0,1,0,technical,42111
0.11,0.84,7,264,4,0,1,0,technical,43880
0.4,0.46,2,149,3,0,1,0,technical,32924
0.09,0.8,6,304,5,0,1,0,technical,42177
0.48,0.93,3,219,6,0,1,0,technical,42156
0.91,0.91,4,262,6,0,1,0,support,48010
0.43,0.57,2,135,3,0,1,0,support,34468
0.33,0.88,6,219,5,0,1,0,support,42609
0.41,0.57,2,136,3,0,1,0,support,33217
0.41,0.55,2,154,3,0,1,0,support,32609
0.37,0.54,2,149,3,0,1,0,support,34121
0.31,0.62,6,135,5,0,1,0,support,43500
0.09,0.91,6,275,4,0,1,0,support,47571
0.1,0.87,6,290,4,0,1,0,support,47201
0.76,0.9,4,263,5,0,1,0,support,43017
0.41,0.54,2,145,3,0,1,0,support,35424
0.72,0.96,5,267,5,0,1,0,technical,41132
0.4,0.5,2,141,3,1,1,0,technical,32719
0.91,0.87,4,235,5,0,1,0,technical,44309
0.1,0.83,6,258,4,0,1,0,management,46151
0.4,0.56,2,131,3,0,1,0,IT,34524
0.82,0.86,5,243,5,0,1,0,IT,44887
0.1,0.82,6,266,4,0,1,0,IT,44210
0.37,0.45,2,142,3,0,1,0,IT,34744
0.36,0.51,2,135,3,0,1,0,IT,30667
0.39,0.48,2,141,3,0,1,0,product_mng,31238
0.36,0.57,2,142,3,0,1,0,product_mng,33554
0.86,0.84,5,254,5,0,1,0,product_mng,45132
0.73,0.99,5,262,5,0,1,0,product_mng,40535
0.56,0.71,4,296,2,0,1,0,IT,42537
0.44,0.56,2,158,3,0,1,0,accounting,36131
0.31,0.56,4,238,2,0,1,0,accounting,38306
0.77,0.93,4,231,5,0,1,0,hr,48586
0.44,0.45,2,156,3,0,1,0,hr,32392
0.38,0.46,2,145,3,0,1,0,hr,32647
0.45,0.48,2,144,3,0,1,0,marketing,32512
0.38,0.51,2,159,3,0,1,0,sales,34059
0.36,0.48,2,156,3,0,1,0,accounting,33278
0.75,0.9,5,256,5,0,1,0,support,41282
0.1,0.93,6,298,4,0,1,0,technical,44933
0.1,0.97,6,247,4,0,1,0,management,43505
0.45,0.5,2,157,3,0,1,0,marketing,37221
0.42,0.57,2,154,3,1,1,0,marketing,39505
0.78,1,4,253,5,0,1,0,marketing,47088
0.45,0.55,2,148,3,0,1,0,sales,31761
0.84,1,4,261,5,0,1,0,sales,42410
0.11,0.93,6,282,4,0,1,0,sales,45101
0.42,0.56,2,133,3,0,1,0,sales,37411
0.45,0.46,2,128,3,0,1,0,sales,32286
0.46,0.57,2,139,3,0,1,0,sales,29931
0.09,0.79,6,293,5,0,1,0,sales,46297
0.87,0.83,4,265,6,0,1,0,sales,47742
0.1,0.87,6,250,4,0,1,0,sales,45624
0.91,1,5,244,6,0,1,0,hr,45199
0.91,1,5,251,6,0,1,0,sales,47758
0.76,0.92,4,246,5,0,1,0,sales,37717
0.74,1,5,275,5,0,1,0,sales,46009
0.92,0.93,5,240,5,0,1,0,sales,46151
0.76,0.87,5,245,5,0,1,0,sales,42167
0.47,0.5,4,254,4,0,1,0,sales,40209
0.73,0.99,5,241,5,0,1,0,sales,39383
0.09,0.94,6,257,4,0,1,0,sales,48224
0.91,0.92,4,246,5,0,1,0,sales,41599
0.82,0.98,4,233,5,0,1,0,sales,43352
0.28,0.45,6,218,4,0,1,0,accounting,43809
0.84,0.99,4,262,6,0,1,0,accounting,49480
0.45,0.53,2,138,3,0,1,0,accounting,32815
0.45,0.54,2,142,3,0,1,0,hr,32051
0.91,0.97,5,233,5,0,1,0,hr,44082
0.42,0.48,2,155,3,0,1,0,hr,37260
0.82,1,4,229,6,0,1,0,hr,43624
0.11,0.9,6,264,4,0,1,0,technical,42212
0.42,0.53,3,199,4,0,1,0,technical,34798
0.82,0.85,4,223,5,0,1,0,technical,39196
0.09,0.96,6,268,4,0,1,0,technical,46960
0.1,0.94,6,287,4,0,1,0,technical,44948
0.86,1,5,257,5,0,1,0,technical,43331
0.4,0.46,2,143,3,0,1,0,technical,31660
0.45,0.46,2,130,3,0,1,0,technical,33012
0.42,0.51,2,136,3,0,1,0,technical,32501
0.74,0.92,4,261,5,0,1,0,technical,43467
0.55,0.6,3,180,4,0,1,0,technical,41073
0.37,0.45,2,126,3,0,1,0,support,36445
0.41,0.52,2,127,3,1,1,0,support,28624
0.89,0.65,5,195,6,0,1,0,support,44068
0.41,0.57,2,160,3,0,1,0,support,32357
0.44,0.51,2,150,3,0,1,0,support,33179
0.87,0.84,4,264,6,0,1,0,support,46573
0.1,0.84,6,309,4,0,1,0,support,46318
0.41,0.47,2,135,3,0,1,0,support,33626
0.11,0.85,6,261,4,0,1,0,support,46132
0.43,0.53,2,160,3,0,1,0,support,35036
0.77,0.9,4,237,5,0,1,0,support,41332
0.41,0.52,2,136,3,0,1,0,technical,31527
0.41,0.48,2,139,3,0,1,0,technical,29650
0.36,0.78,2,151,4,0,1,0,technical,33215
0.77,1,5,229,5,0,1,0,management,48355
0.81,0.98,5,245,5,0,1,0,IT,42269
0.39,0.54,2,127,3,0,1,0,IT,29666
0.09,0.94,6,283,5,0,1,0,IT,47849
0.44,0.46,2,143,3,0,1,0,IT,33174
0.1,0.84,5,298,4,0,1,0,IT,44911
0.36,0.48,2,159,3,0,1,0,product_mng,37772
0.81,0.92,5,239,5,0,1,0,product_mng,45322
0.81,0.9,4,226,5,0,1,0,product_mng,41075
0.85,0.98,5,248,5,0,1,0,product_mng,43338
0.1,0.87,6,286,4,0,1,0,IT,44443
0.37,0.54,2,145,3,0,1,0,RandD,35736
0.09,0.97,7,254,4,1,1,0,RandD,44229
0.44,0.53,2,127,3,0,1,0,RandD,28167
0.86,0.93,5,223,5,0,1,0,RandD,43029
0.77,1,4,255,5,0,1,0,RandD,40007
0.41,0.48,2,136,3,0,1,0,marketing,38560
0.4,0.48,2,137,3,0,1,0,sales,30735
0.43,0.49,2,135,3,0,1,0,accounting,32645
0.43,0.5,2,137,3,0,1,0,support,33795
0.8,0.53,3,255,5,0,1,0,technical,42228
0.8,0.85,4,273,5,0,1,0,management,44024
0.82,0.98,5,234,5,0,1,0,marketing,44754
0.37,0.54,2,152,3,0,1,0,marketing,37715
0.37,0.48,2,134,3,0,1,0,marketing,34918
0.09,0.95,6,292,4,0,1,0,sales,49696
0.9,0.92,5,245,5,0,1,0,sales,41633
0.41,0.52,2,159,3,0,1,0,sales,35043
0.1,0.85,6,260,4,0,1,0,sales,44788
0.44,0.53,2,149,3,0,1,0,sales,34627
0.89,0.85,5,266,5,0,1,0,sales,48740
0.42,0.56,2,149,3,0,1,0,sales,33198
0.87,1,5,242,5,0,1,0,sales,43086
0.45,0.57,2,134,3,0,1,0,sales,34334
0.11,0.87,5,271,4,0,1,0,sales,39604
0.09,0.79,6,275,4,0,1,0,sales,44557
0.76,0.83,5,227,5,0,1,0,sales,43014
0.11,0.96,7,277,5,0,1,0,sales,45349
0.37,0.49,2,151,3,0,1,0,sales,36492
0.1,0.79,6,274,4,0,1,0,sales,42444
0.77,0.87,4,242,6,0,1,0,sales,44360
0.42,0.54,2,143,3,1,1,0,sales,34182
0.38,0.52,2,145,3,0,1,0,sales,36933
0.32,0.95,5,172,2,0,1,0,sales,36073
0.38,0.49,2,135,3,0,1,0,accounting,35390
0.19,1,4,192,4,0,1,0,accounting,40951
0.1,0.83,7,276,4,0,1,0,accounting,46408
0.76,0.88,4,206,4,0,1,0,hr,37176
0.53,0.56,4,281,6,0,1,0,hr,43063
0.39,0.51,2,151,3,0,1,0,hr,34116
0.11,0.83,6,244,4,0,1,0,hr,42243
0.1,0.94,6,309,4,0,1,0,technical,49148
0.84,1,5,218,5,0,1,0,technical,44764
0.82,0.99,4,263,6,0,1,0,technical,45288
0.1,0.82,6,244,4,0,1,0,technical,40705
0.59,0.49,7,263,4,0,1,0,technical,46726
0.44,0.48,2,143,3,0,1,0,technical,30905
0.89,0.95,2,181,5,0,1,0,technical,36453
0.91,0.84,5,265,5,0,1,0,technical,42801
0.66,0.57,5,161,5,0,1,0,technical,39703
0.11,0.87,7,282,5,0,1,0,technical,50825
0.43,0.51,2,155,3,0,1,0,technical,34037
0.78,0.83,4,217,6,0,1,0,support,42341
0.11,0.97,6,289,5,0,1,0,support,43535
0.83,0.98,4,259,5,0,1,0,support,45430
0.39,0.54,2,158,3,0,1,0,support,32248
0.38,0.55,2,158,3,0,1,0,support,34493
0.37,0.57,2,155,3,0,1,0,support,33164
0.44,0.48,2,146,3,0,1,0,support,35695
0.53,0.85,2,164,5,0,1,0,support,37106
0.09,0.96,6,259,4,0,1,0,support,44202
0.11,0.89,6,293,4,0,1,0,support,47264
0.83,0.96,5,275,5,0,1,0,support,51017
0.88,1,5,219,6,1,1,0,technical,46671
0.1,0.89,6,247,4,0,1,0,technical,43528
0.09,0.86,7,309,4,0,1,0,technical,47757
0.44,0.54,2,151,3,0,1,0,management,32537
0.39,0.51,2,129,3,0,1,0,IT,30375
0.87,0.94,4,274,5,0,1,0,IT,43418
0.74,0.99,4,233,5,0,1,0,IT,40819
0.1,0.95,7,289,4,0,1,0,IT,48383
0.74,0.82,4,239,6,0,1,0,IT,41872
0.75,0.99,5,221,5,0,1,0,product_mng,46383
0.41,0.56,2,150,3,0,1,0,product_mng,35680
0.41,0.45,2,144,3,1,1,0,product_mng,33551
0.09,0.9,7,289,4,0,1,0,product_mng,46750
0.09,0.8,6,301,5,0,1,0,IT,46556
0.39,0.57,2,145,3,0,1,0,accounting,34225
0.4,0.56,2,137,3,0,1,0,accounting,35870
0.37,0.54,2,131,3,1,1,0,hr,31092
0.1,0.84,6,246,4,0,1,0,hr,39866
0.43,0.51,2,136,3,0,1,0,hr,34858
0.75,0.85,5,240,6,1,1,0,marketing,46310
0.37,0.56,2,156,3,0,1,0,sales,31299
0.11,0.85,6,305,4,0,1,0,accounting,44816
0.45,0.45,2,154,3,1,1,0,support,31852
0.87,1,5,261,5,1,1,0,technical,43238
0.11,0.94,7,244,4,0,1,0,management,43690
0.45,0.54,2,129,3,0,1,0,marketing,32083
0.81,0.87,4,254,5,0,1,0,marketing,42173
0.77,0.91,5,236,5,0,1,0,marketing,41904
0.89,0.92,5,237,5,0,1,0,sales,43278
0.43,0.49,2,135,3,0,1,0,sales,33469
0.78,1,5,236,5,0,1,0,sales,43009
0.37,0.47,2,149,3,0,1,0,sales,36646
0.37,0.5,2,141,3,0,1,0,sales,34620
0.85,0.82,4,270,5,0,1,0,sales,40622
0.41,0.47,2,138,3,0,1,0,sales,34509
0.11,0.96,6,298,4,0,1,0,sales,47813
0.75,0.99,5,254,5,0,1,0,sales,43613
0.82,0.85,5,248,5,0,1,0,sales,40662
0.79,1,5,257,6,0,1,0,sales,46370
0.43,0.53,2,150,3,0,1,0,sales,33780
0.1,0.9,7,281,4,0,1,0,sales,43545
0.46,0.48,2,141,3,1,1,0,sales,29721
0.43,0.57,2,157,3,0,1,0,sales,33931
0.43,0.55,2,136,3,0,1,0,sales,32517
0.11,0.8,7,296,4,0,1,0,sales,46056
0.09,0.86,6,279,4,0,1,0,sales,45141
0.37,0.53,2,131,3,0,1,0,sales,30093
0.4,0.57,2,160,3,0,1,0,accounting,33212
0.1,0.77,7,291,4,0,1,0,accounting,48183
0.41,0.53,2,157,3,0,1,0,accounting,33275
0.79,0.58,3,294,4,0,1,0,hr,39220
0.11,0.79,7,310,4,0,1,0,hr,46618
0.1,0.97,6,282,4,0,1,0,hr,42824
0.44,0.51,2,134,3,0,1,0,hr,33667
0.25,0.46,4,214,4,0,1,0,technical,41097
0.44,0.52,2,137,3,0,1,0,technical,29003
0.73,1,4,252,5,0,1,0,technical,45597
0.75,0.97,5,243,6,0,1,0,technical,42869
0.36,0.47,2,148,3,0,1,0,technical,37597
0.37,0.49,2,151,3,0,1,0,technical,33728
0.39,0.49,2,129,3,0,1,0,technical,29634
0.48,0.78,2,198,2,0,1,0,technical,31845
0.57,0.72,4,275,6,0,1,0,technical,47220
0.9,0.96,5,243,5,0,1,0,technical,43171
0.39,0.55,2,159,3,0,1,0,technical,34008
0.44,0.51,2,145,3,0,1,0,support,37581
0.81,0.88,5,242,5,0,1,0,support,42351
0.74,0.87,5,242,5,0,1,0,support,44249
0.44,0.56,2,145,3,0,1,0,support,37099
0.41,0.56,2,154,3,0,1,1,support,34676
0.4,0.51,2,139,3,0,1,0,support,29233
0.46,0.57,2,152,3,0,1,0,support,35163
0.8,0.83,2,211,3,0,1,0,support,33942
0.87,0.9,5,258,5,0,1,0,support,48417
0.39,0.54,2,155,3,0,1,0,support,31992
0.38,0.55,2,148,3,0,1,0,support,41123
0.66,0.67,2,255,3,0,1,0,technical,42718
0.1,0.8,6,264,4,0,1,0,technical,42608
0.37,0.54,2,132,3,0,1,0,technical,32950
0.1,0.77,6,255,4,0,1,0,management,46034
0.09,0.87,5,263,4,0,1,0,IT,45609
0.86,0.84,5,222,5,0,1,0,IT,44205
0.11,0.9,6,263,4,0,1,0,IT,47680
0.37,0.46,2,157,3,0,1,0,IT,33842
0.11,0.92,7,307,4,0,1,0,IT,46733
0.77,0.98,5,259,6,0,1,0,product_mng,45582
0.84,0.94,5,222,6,0,1,0,product_mng,46745
0.1,0.84,7,250,4,0,1,0,product_mng,45712
0.83,0.9,5,245,5,0,1,0,product_mng,44978
0.11,0.79,6,292,4,0,1,0,IT,47988
0.86,0.92,5,252,5,0,1,0,RandD,39472
0.38,0.56,2,161,3,0,1,0,RandD,35125
0.11,0.88,5,250,4,0,1,0,RandD,43546
0.45,0.49,2,134,3,0,1,0,RandD,37172
0.1,0.85,7,279,4,0,1,0,RandD,42428
0.09,0.95,7,256,4,0,1,0,marketing,48992
0.8,1,5,260,5,0,1,0,hr,45188
0.39,0.53,2,127,3,0,1,0,sales,33872
0.37,0.47,2,138,3,1,1,0,accounting,37389
0.81,0.97,5,243,5,0,1,0,support,45551
0.09,0.9,7,296,4,0,1,0,technical,48100
0.1,0.88,7,267,4,0,1,0,management,46255
0.39,0.49,2,144,3,0,1,0,marketing,32291
0.83,0.95,4,251,5,0,1,0,marketing,43578
0.45,0.57,2,148,3,0,1,0,marketing,31911
0.43,0.51,2,141,3,0,1,0,sales,33238
0.8,0.75,3,268,2,0,1,0,sales,33260
0.1,0.86,6,247,4,0,1,0,sales,44822
0.1,0.55,2,247,4,0,1,0,sales,39845
0.36,0.52,2,146,3,0,1,0,sales,32759
0.38,0.5,2,140,3,0,1,0,sales,33849
0.78,0.98,5,263,6,0,1,0,sales,43066
0.44,0.49,2,145,3,0,1,0,sales,38373
0.41,0.46,2,156,3,1,1,0,sales,33843
0.72,0.85,5,244,6,0,1,0,sales,45335
0.46,0.54,2,144,3,0,1,0,sales,31086
0.1,0.9,7,286,4,0,1,0,sales,46659
0.34,0.67,4,141,2,0,1,0,sales,37117
0.11,0.89,6,260,5,0,1,0,sales,48489
0.38,0.56,2,154,3,0,1,0,sales,36136
0.82,0.92,5,225,5,0,1,0,sales,44615
0.39,0.57,2,127,3,0,1,0,sales,31753
0.44,0.53,2,140,3,0,1,0,sales,29674
0.43,0.52,2,147,3,0,1,0,sales,33147
0.84,0.83,4,227,5,0,1,0,accounting,41860
0.43,0.48,2,153,3,0,1,0,accounting,36571
0.37,0.52,2,128,3,0,1,0,accounting,33473
0.74,0.97,4,228,5,0,1,0,hr,46530
0.73,0.97,5,235,5,0,1,0,hr,46743
0.37,0.47,2,148,3,0,1,0,hr,32558
0.58,0.62,4,238,3,0,1,0,hr,35512
0.4,0.54,2,141,3,0,1,0,technical,36813
0.51,0.83,5,249,4,0,1,0,technical,46348
0.46,0.5,2,151,3,0,1,0,technical,30434
0.45,0.54,2,129,3,0,1,0,technical,36523
0.46,0.5,2,156,3,0,1,0,technical,35055
0.39,0.45,2,134,3,0,1,0,technical,33401
0.09,0.88,6,269,4,0,1,0,technical,48886
0.09,0.77,6,290,4,0,1,0,technical,49261
0.37,0.51,2,132,3,0,1,0,technical,34528
0.1,0.89,7,308,4,0,1,0,technical,48883
0.77,1,4,232,5,0,1,0,technical,44240
0.79,0.86,5,235,5,0,1,0,support,42749
0.43,0.55,2,130,3,0,1,0,support,32662
0.38,0.53,2,146,3,0,1,0,support,31344
0.77,0.91,5,221,6,0,1,0,support,43717
0.44,0.5,2,130,3,0,1,0,support,31883
0.39,0.46,2,136,3,0,1,0,support,31511
0.78,0.89,5,274,6,0,1,0,support,47541
0.1,0.79,6,256,5,0,1,0,support,44890
0.1,0.77,5,276,4,0,1,0,support,45555
0.75,0.85,5,267,5,0,1,0,support,41294
0.46,0.62,6,213,3,0,1,0,support,40266
0.91,0.97,4,274,6,0,1,0,technical,46628
0.1,0.92,6,258,4,0,1,0,technical,43523
0.72,0.6,3,153,5,0,1,0,technical,37419
0.11,0.95,6,245,4,0,1,0,management,39686
0.11,0.94,6,264,4,0,1,0,IT,45491
0.46,0.57,2,154,3,0,1,0,IT,35619
0.37,0.46,2,149,3,0,1,0,IT,34983
0.46,0.5,2,157,3,0,1,0,IT,36746
0.43,0.57,2,127,3,0,1,0,IT,33153
0.11,0.82,6,270,4,0,1,0,product_mng,46096
0.73,0.89,5,236,6,0,1,0,product_mng,45690
0.43,0.47,2,158,3,0,1,0,product_mng,35918
0.86,1,5,229,5,0,1,0,product_mng,39506
0.1,0.83,6,269,4,0,1,0,IT,42616
0.4,0.49,2,128,3,0,1,0,sales,36667
0.11,0.87,7,278,4,0,1,0,sales,40048
0.86,0.98,3,158,5,0,1,0,sales,37749
0.42,1,3,202,3,0,1,0,sales,40230
0.79,0.84,4,240,5,0,1,0,sales,42866
0.1,0.96,7,255,4,0,1,0,marketing,44037
0.09,0.92,7,254,4,0,1,0,sales,45323
0.09,0.82,6,257,4,0,1,0,accounting,43367
0.87,1,4,228,5,0,1,0,support,42577
0.36,0.49,2,145,3,0,1,0,technical,31841
0.42,0.75,3,218,4,0,1,0,management,42371
0.84,0.86,5,268,5,0,1,0,marketing,48958
